statementClean,cRelevant,Participant_ID,gameNumber,cumulativeGameNumber,lineNumber
alright lets ride,0,16,9,9,731
alright,0,54,6,6,365
alright lets do this,0,319,8,8,192
strategy of just flying randomly,0,30,3,3,139
dang my left hand cant respond for shit,0,16,8,8,661
all right there,0,55,5,5,723
i feel like its not the best strategy because every time i go off the screen its 75 on the control but i thought i would get points better that way but it has not been working out quite,0,848,2,2,223
its hard to control this the same way you control a space ship,0,647,6,6,188
every time i warp my control gets worse,0,33,4,4,679
i am tired of your mess this is annoying you are annoying you are annoying you little backwards e,0,113,7,7,454
alright i think thats the second dollar sign,0,473,6,6,288
so close slow down,0,825,4,4,143
alrighty continue,0,41,2,2,378
alright get outta here,0,16,2,2,154
p slow down,0,50,9,9,111
i shouldve mumbles wrapped around the screen thirtyfour times,0,55,2,2,616
definitely the controls though pretty simple game overall,0,818,3,3,37
ok trying to stay back in control,0,404,4,4,164
so right now im just trying to shoot at it,0,130,2,2,253
p its hard to move,0,211,2,2,19
alright i got it,0,454,2,2,162
it is so hard to stay in bounds,0,16,1,1,54
okay alright the flight is getting a little better,0,113,6,6,414
i just go backwards or left to right i dont know,0,211,7,7,103
alright this a a,0,16,3,3,230
yeah its real easy to spin out of control,0,400,5,5,102
gonna wrap around im going too fast too fast too fast enemy mine,0,319,3,3,57
come on turn turn turn,0,127,8,8,256
turn,0,28,3,3,141
too fast,0,12,6,6,563
whoa too fast,0,788,3,3,85
p oh it said it right there so,0,33,1,1,569
i can just keep this going so what im doing now is just sliding on the screen taking advantage of the little to no friction on the ground and then it appears the fortress cannot shoot me,0,848,2,2,217
i dont care if i keep going into hyperspace i just need to get this vulnerability,0,34,3,3,147
ok thats off to a bad start already slow it down,0,468,7,7,146
im circling,0,468,8,8,182
alright this is a lot harder than i thought it would be,0,28,1,1,45
nice and slow 6 7 8 wait thats a good mine k bonus points,0,41,10,10,621
i dint see the interval i think it was too fast,0,24,8,8,176
p this thing is fast,0,40,1,1,46
p im trying to go slow and clockwise,0,50,1,1,9
oh i gotta slow down,0,34,2,2,65
oh right click bonus points,0,52,4,4,637
just stay slow,0,28,4,4,168
oh no thats clockwise,0,57,5,5,1127
trying to stay in control mumbles,0,809,6,6,101
it feels like if you go off the screen it makes you real faster,0,513,2,2,40
i have 4 shot left,0,41,3,3,399
p alright,0,404,8,8,281
im having a hard time controlling the ship,0,809,1,1,15
umm that hyperspace word makes me want to watch that movie with owen wilson,0,53,3,3,125
aright um just going to come her and shoot for now,0,54,6,6,351
youre a friend yay i guess right,0,113,8,8,476
turn and move,0,28,10,10,417
alright,0,24,3,3,85
now im losing control velocity isnt doing to bad,0,34,7,7,359
alright,0,54,8,8,430
gotts stick and move stick and move,0,16,5,5,432
im out of control i see a dollar sign its the first time though second time,0,319,5,5,117
too fast,0,131,2,2,49
alright now lets try shooting at some stuff,0,28,1,1,38
alright ill try to at least destroy the fortress at least once if i hit it,0,804,4,4,272
i just realized that i have 15 shots alright then,0,558,8,8,62
moving forward again vulnerability is still at 0,0,300,3,3,248
you can only focus on one thing either destroying the mine or the fortress and then theres things shooting at you and then you have to think about not going into hyperdrive or hyperspace and the points and i dont even look at the points at times,0,53,7,7,310
enemy mine going way too fast,0,319,5,5,124
ive been getting the most points for control really,0,12,5,5,536
its so risky to slow down,0,12,2,2,406
especially i think the hardest thing for me right now is figuring out what to like after i gain speed,0,468,2,2,20
alright alright stop,0,113,2,2,297
straight left,0,20,7,7,658
okay stop stop it oh crap this crap i dont know what that was so i just flew away that works,0,113,4,4,365
ive lost control right now,0,34,10,10,469
its almost impossible to go slow,0,24,1,1,20
alright,0,404,8,8,288
so keep turn forward too much too much,0,28,2,2,100
if i do the right math wait points matter two,0,825,10,10,302
and again i noticed i have negative  oh cool i got bullets right when i said that,0,190,10,10,230
so for now once we get back in this hexagon we can start spinning counterclockwise because for some reason the tower does not seem to like to shoot when you are going around counterclockwise than if you stay on one specific side,0,848,4,4,260
slow gotta keep going slow,0,52,2,2,548
slow down no,0,569,10,10,242
alright so mumbles oh yeah i dont know what you are i dont know you,0,113,2,2,293
alright alright alright who are you what are you,0,113,6,6,434
ugh im out of control again,0,809,4,4,67
alright so its supposed to be a long wait then,0,16,9,9,745
im gonna try to slow down 10 vulnerability counter is there,0,41,2,2,348
slow down,0,12,9,9,663
alright umm no no no okay just gotta ive still yet to get any bonus points or anything,0,685,1,1,19
keep hitting back on the control pad in order to stop the motion but i realize that it doesnt,0,404,2,2,77
the spaceship is trying to,0,130,5,5,324
all right so take maneuver around,0,55,1,1,546
i had the flight plan down but yeah it took a long time,0,20,10,10,810
p center joystick top bottom thats right,0,53,3,3,93
im gonna try to move in a straight line and shoot instead,0,300,6,6,333
okay i didnt expect it to be that hard to control it,0,27,1,1,17
there may be a way i can make it slow down then,0,52,2,2,530
p stop bumping into the fortress,0,50,8,8,87
if you go super slow you make yourself vulnerable to the fortress and the mines,0,12,1,1,366
alright,0,16,5,5,359
p alright lets get it,0,16,1,1,6
usually i can get a couple of shots in without having to move too much cuz its only when i move that really messes me up,0,24,4,4,97
going too fast going too fast,0,319,7,7,186
shooting too fast thats a friendly mine,0,404,2,2,73
alright,0,28,2,2,102
alright,0,16,2,2,98
alright so its kind of like a point and then alright,0,214,1,1,197
i need to slow down slow down a bit before i fire,0,300,8,8,377
thats what i want i gotta slow down my ship here so i can shoot this thing and im dead cuz of course okay,0,41,2,2,370
alright,0,16,3,3,185
alright,0,28,9,9,385
slow myself down first,0,300,10,10,409
oh no i cant move,0,130,10,10,417
the more i see my points to 2000 the more i shoot faster,0,569,6,6,184
alright that makes sense only way to apply thrust is to pick direction you want then hit forward,0,977,1,1,55
p just bouncing off the fortress right now,0,50,2,2,17
then the next one comes moves way too easily,0,34,6,6,292
alright thats a more comfortable speed,0,647,1,1,128
6 7 im actually not doing that bad right now 8 thats a good mine 9 10 there we go,0,41,10,10,630
alright,0,825,7,7,213
alright i still got my points,0,16,9,9,730
it helps if i screen wrap but i know that messes with points oh see went to fast there,0,404,6,6,220
turn around,0,55,9,9,980
this is fine just going in circles at this point,0,113,5,5,391
slow down there,0,12,4,4,473
slow down,0,51,10,10,422
ok q ah man wrong interval too interval was too slow,0,404,4,4,155
p no like when i wrap the screen,0,211,7,7,102
whoever designed these controls really needs to work on this,0,41,1,1,295
this is really hard to control,0,26,2,2,15
alright,0,54,5,5,290
p over time i havent gotten better at controlling this thing,0,400,7,7,117
right now the fortress has 7 vulnerability,0,848,6,6,316
just trying to get control of the game,0,404,1,1,19
oh i shot to fast,0,34,4,4,211
too slow on my interval,0,41,6,6,490
i dont feel like im in control,0,210,2,2,24
alright,0,16,7,7,511
there was just the first dollar sign but that was  im still circling the fortress trying to get the best shot without getting hit,0,848,7,7,341
otherwise if i keep going in the circle i can make it to a positive score,0,400,6,6,113
i could use that as a way to stop me,0,34,2,2,82
alright ok oh my god,0,214,1,1,179
space,0,14,2,2,460
that mine appeared right where i was,0,41,3,3,383
i just want to be more competent with my left,0,53,4,4,157
is there a way to slow down,0,38,1,1,176
p this is too fast,0,127,1,1,120
yep alright,0,30,7,7,370
the other way the other way seems to be turning out better for me,0,57,7,7,1298
alright im gonna do this,0,404,7,7,245
oh enemy popped up right in my face,0,319,2,2,41
so im staying my main strategy right now is to avoid the mine and im not staying in the hexagon very much because im trying to as much as i can but its hard,0,685,6,6,134
okay no control,0,818,6,6,128
nice and slow,0,41,10,10,633
slow down,0,57,3,3,1010
80 shots left no,0,29,4,4,442
turn and slow down,0,28,3,3,136
okay were back inside the hexagon,0,34,7,7,355
p oh right,0,3,1,1,8
trying to focus to shoot it instead of staying inside the hexagon this time,0,300,4,4,282
try to rotate,0,300,8,8,379
flying backwards,0,30,9,9,515
oh i just oh thats right because it totals all the scores,0,12,5,5,535
getting out of control,0,319,4,4,100
rotate right,0,300,1,1,208
going too fast,0,848,4,4,259
2 im moving out of control for a second here,0,14,7,7,700
alright just keep going this flight plan is not working at all,0,113,2,2,285
alright 1 now im going the other way,0,825,8,8,249
p ok my question is i might just not umm been hitting the enemy fortress but once i got to ten i was trying to hit it with two shots and uh it seemed to be going right through it,0,404,5,5,192
go forward,0,20,8,8,723
albright there is one,0,54,4,4,266
okay back in control,0,818,5,5,118
when the ship starts too fast youre screwed the whole game cuz then youre gloating around like on ice skates,0,977,4,4,77
whatever im gonna okay i dont care if i go out of bounds,0,16,1,1,58
p its better not to move i feel like haha,0,18,2,2,29
alright alright alright,0,404,6,6,240
alright i gotta turn than move,0,16,6,6,445
alright bonus 2 my shots are at 53 so my next bonus im going to get bullets oh no i clicked too early dang it,0,130,9,9,409
too close to the edge,0,14,2,2,471
p  ok same controls,0,53,5,5,194
alright,0,16,5,5,406
get away from me personal space,0,53,10,10,495
p ok so im trying to control the uh ship and im playing the joystick controls not very well,0,468,1,1,3
alright definitely not getting the once youre staying in lines,0,468,1,1,13
alright im not doing as well though,0,190,4,4,175
alright slow down slow down,0,28,7,7,285
its must easier to just circle it,0,12,10,10,677
i cant never remember how fast i did these shoots,0,16,6,6,487
p ok ok thats right,0,411,1,1,4
i got way too fast on the speed,0,49,3,3,340
alright so another  sign so weapons,0,20,3,3,495
alright i really want to get the flight path down,0,20,3,3,498
p alright are people usually this bad,0,20,2,2,419
and i lost control,0,788,10,10,191
p ytn alright,0,41,8,8,541
laughs alright,0,190,1,1,112
its moving very fast,0,211,1,1,5
slow down,0,127,6,6,223
hyperspace my own element mumbles,0,468,7,7,150
im still completely out of control,0,468,4,4,61
aright,0,16,3,3,194
to the right,0,818,6,6,121
yep alright okay cool,0,30,8,8,418
ok keep it slow i see ok,0,52,2,2,544
alright,0,319,1,1,8
too fast,0,14,3,3,533
slow down,0,51,7,7,255
slow down slow down,0,411,5,5,73
oh wait i think thats right,0,28,4,4,158
right oh lord,0,24,1,1,17
alright ydm we got a g,0,16,9,9,689
okay no turn that way good yes okay now you left the screen so alright back right who are you,0,113,4,4,352
so right now im still trying my best to stay within the hexagon which has been proven better for me at this game,0,848,7,7,340
stop hitting me,0,29,1,1,331
wait i have to shh i have to turn it into no if its tba that means its,0,52,6,6,719
and slow down,0,28,8,8,344
dang turn turn turn turn dang,0,16,5,5,375
so now im just going to try to fly around and avoid everything so i can get shots,0,685,9,9,198
p okay turn come on,0,127,6,6,215
cant shoot it too fast thats a friendly mine,0,404,2,2,75
lets do this right,0,432,8,8,175
p alright,0,848,5,5,275
so dont go too fast stay in the lines theres a dollar sign it disappeared,0,468,6,6,104
ah just when i gained control again,0,155,10,10,299
alright i dont know who designed this game but its so hard,0,51,3,3,60
so right about now i am thinking i kind of want to be ambidextrous,0,53,4,4,151
now little better on this control thing,0,28,5,5,216
alright,0,26,3,3,21
turn turn,0,28,10,10,446
im not just taking hits anytime you move just strait at the fortress youre just done for,0,14,9,9,810
p im getting the interval too fast and i know im doing it too fast whenever i do it its just a habit of clicking it as fast as i can instead of thinking of the time,0,685,6,6,129
spin around and lose control,0,818,8,8,203
2 hits gotta set myself back up so it moves perfectly,0,372,6,6,74
alright,0,43,9,9,195
one personal space,0,53,6,6,265
it is not indicative of my performance uninterpretable alright i regressed,0,41,3,3,408
its not moving,0,788,10,10,182
i need to learn how to control my velocity,0,51,2,2,34
alright i which is an enemy mine,0,404,3,3,111
okay clockwise not too fast i could probably do a lot better with my right hand but yes shoot it,0,818,2,2,18
alright,0,825,1,1,11
turn,0,56,2,2,26
so why doesnt it go faster,0,33,7,7,818
frictionless is right,0,411,1,1,5
p controls,0,14,9,9,776
there you go slow and steady but,0,41,7,7,511
im just going to stay at the bottom of the screen,0,113,7,7,458
p i am not knowing how to control this,0,568,1,1,11
oh man so theres no way of slowing it down,0,211,3,3,39
i havent really been able to control much,0,848,1,1,199
alright come on come on come on come on,0,16,6,6,460
their processing speed is just so fast and their fire rate is insane,0,211,8,8,111
alright,0,319,2,2,18
turn,0,51,5,5,163
st 7 right now,0,46,5,5,458
okay turn and he got me,0,57,2,2,918
im in hyperspace getting followed by a mine which is definitely foe,0,468,6,6,111
im going too fast im out of control but we can fix that,0,319,9,9,215
turn then move,0,16,6,6,499
also moving the ship is kinda wonky it like requires you to turn it and accelerate it but the bad guy moves so much faster than you that its kinda hard to get a grip,0,411,9,9,140
alright this,0,16,9,9,748
alright alright there we go something is happening,0,113,2,2,287
but i just keep hitting the spaceship,0,130,2,2,247
i am getting close to 1200 so thats my goal right now,0,558,8,8,63
this is just alright this is just how imma do it,0,16,3,3,239
too close to the edge,0,14,2,2,470
trying to make it stay like in the hexagon but i want to go in the,0,52,1,1,511
go forward,0,51,5,5,169
turn around turn around turn around,0,127,8,8,248
every time i see tba i have to turn into i have to right click twice to turn into a friendly mine,0,52,6,6,704
slow down,0,12,4,4,476
like if youre going really fast in one direction just turn around to the opposite and then yeah and then just accelerate in that direction and um that definitely helps a lot cause now i can kind of like keep myself from flying off the,0,214,3,3,260
alright just gonna focus on sp velocity,0,28,3,3,130
ship is going too fast,0,130,3,3,275
alright,0,16,2,2,119
alright,0,26,5,5,67
all right,0,57,1,1,862
alright so instructions,0,16,4,4,265
alright,0,28,4,4,179
now i gotta remember to look down at the bottom of the screen,0,568,2,2,39
let me just keep going to the right,0,818,8,8,209
that thing follows me fast,0,51,3,3,71
im trying to go right and its not working,0,20,1,1,404
ok so i feel more in control of my actions and less of like i dont know whats going on but still trying to stay inside the lines,0,468,3,3,33
lets see yes i see my control,0,33,4,4,678
i really dont want this guy to go off the screen but he keeps wanting to do that,0,47,5,5,65
got him and died right away,0,647,7,7,205
if i could slow down and not fly over the screen,0,569,5,5,172
nice double tap slow down,0,910,8,8,191
p i keep flying outside of the hexagon which is making me lose points which isnt good,0,45,2,2,12
alright go forward,0,20,5,5,574
going forward rotating towards the fortress firing ok firing and then toward or again,0,300,1,1,201
okay keep going going to the right and not get hit,0,818,8,8,196
its mhc here right now,0,404,8,8,326
it turns so quickly,0,739,2,2,22
i got that come on slow down,0,29,4,4,430
alright,0,372,9,9,114
p uninterpretable 410 alright so i press continue,0,16,1,1,87
i can turn that into a nope its gone,0,52,6,6,709
yea your ship was damaged 13 times and screen wrapped around less than last time,0,53,3,3,133
turn,0,127,8,8,255
go right,0,20,7,7,654
and then the velocity and control are awful but that another time to deal with that,0,29,5,5,478
yeah definitely going too fast,0,468,3,3,41
alright mine down,0,28,5,5,213
okay alright okay stop exiting the screen keep turning okay i bounced off of that i dont know if thats friendly or not,0,113,2,2,283
i need control of this,0,647,8,8,217
i cant control a thing,0,155,1,1,139
it seems i do a little better going counterclockwise round instead of clockwise,0,558,4,4,20
oh im in a hexagon,0,52,5,5,663
p gotta slow down gotta slow down thats foe,0,50,8,8,96
ok so from the starting point if you just hit up you are able to uh stay out of direct path flight which  trying to fly back up alright so now we can spin through the screen,0,848,9,9,380
alright this was my work on my speed a little and i can start from there,0,49,5,5,379
using the joystick with my left hand,0,53,4,4,162
p okay so i think the main thing is to try to not get into hyperspace,0,468,1,1,10
p okay its pretty hard just feel like umm just doing this with my left hand is pretty difficult,0,319,1,1,5
p thats a lot harder than i thought it would be i didnt think it would be that sensitive to the touch and everything and your first instinct is to back thrust and you cant do that though to slow down or anything so,0,685,1,1,22
alright,0,404,7,7,247
p alright this time im finishing positive,0,16,5,5,345
going too fast going too fast,0,319,8,8,198
trying to slow down,0,3,6,6,111
out of control,0,319,5,5,136
hopefully ill destroy it 6 times im moving much slower than last time,0,825,10,10,288
and um im finding that if you start off in the hexagon and you move so like if youre going along the hexagon you just shift right there points to screen at the perfect timing you know,0,214,5,5,307
i think its actually impossible to fly in the circle,0,3,1,1,18
trying the same strategy keep moving around,0,372,6,6,73
im trying to slow down,0,12,8,8,620
the closer i get to it the control zone is very hard to stay in because i get hit pretty fast,0,404,4,4,160
alright,0,28,10,10,439
my reaction time is a little bit slower cause i have to look at the ifs thing remember what the letters were and then shoot at it,0,411,7,7,107
i lost control,0,818,5,5,117
going around the circle is not working for me,0,46,6,6,481
alright cool,0,190,3,3,170
ok so i have 68 shots left,0,54,5,5,305
this round i was able to keep control positive but everything else is still negative,0,848,4,4,270
p it seems like purposely running into the fortress can be a good idea because then you dont run out of bounds,0,513,4,4,58
so this is right this is left this is straight,0,20,7,7,649
there is a mine on the screen which is an l,0,848,9,9,392
i cant  no stop stop,0,113,1,1,241
i really dont know how to slow down and i cant seem to aim really at all,0,558,1,1,4
space fortress is mumbles enemy mine,0,319,7,7,175
p i know the objective is to keep going around in circles like that but i just cant control it well enough at this point to do that so,0,127,4,4,178
and i still cant control this ship because it has a mind of its own,0,20,1,1,399
uh how does it expect you to stay within the circle,0,825,3,3,101
avoid getting shot trying to go a little slower,0,24,1,1,19
alright gotcha gotcha gotcha,0,214,8,8,348
alright so were staying on the same side got shot once unfortunately the space ship is spinning out of control and i got shot and died again,0,848,5,5,286
alright oh n is enemy they move very fast by the time i look down and register hes almost on top of me,0,404,6,6,219
there you go oh no too fast,0,130,6,6,335
uggghhh go forward,0,30,3,3,133
alright,0,28,2,2,88
going too fast around this,0,46,2,2,379
slow down,0,51,6,6,211
trying to do this with my left hand is definitely hindering my point game,0,818,3,3,38
oh alright then i have to pay attention i have to pay attention to that a little bit more,0,825,4,4,139
p yeah umm i wrapped the screen 32 times definitely better upgrade,0,568,2,2,53
no were off into hyperspace,0,818,4,4,81
i dont know why they turn to asteroids,0,24,10,10,231
im moving in a square again,0,300,6,6,320
alright,0,127,7,7,236
its very slippery im staying outside of the control line a lot which is very difficult to stay in and when it starts immediately and the fortress gets off the first shot that i really cannot avoid,0,404,1,1,21
p alright,0,20,3,3,465
gonna learn how to move,0,16,8,8,655
p alright,0,848,1,1,211
mmm if i go too fast it doesnt even shoot at me so thats good,0,404,10,10,384
alright umm the vulnerability is still at 0 so i cannot attack the fortress,0,372,1,1,15
slowing down making sure i stay in the hexagon this time,0,300,9,9,403
alright,0,16,3,3,219
so with the mines its better to shoot them right away then check while youre shooting to see whether or not theyre enemy or friendly and if they are enemy then take down the defenses and if theyre friendly you already shot them,0,681,6,6,285
alright,0,319,4,4,79
p xfp alright okay and already entered hyperspace,0,41,1,1,292
oh i can ic an even fire at ait i can literally be firing at it right now,0,52,8,8,794
p clockwise,0,432,8,8,184
an enemy and a bonus but aw man that was really fast,0,130,9,9,408
p its fast,0,40,1,1,49
come on turn around,0,55,10,10,1027
p yeah like between right there and where you spawn,0,211,4,4,50
alright come on lets go,0,568,2,2,40
trying to stay inside the hexagon while shooting it,0,130,5,5,316
ok so im definitely not in control right now,0,468,3,3,37
not doing too entirely bad this game yet so far but what im trying to do is stay in the hexagon the best that i can the fortess,0,848,3,3,234
i got to slow down thats what i need to do,0,54,9,9,446
alright three minutes its done,0,53,10,10,498
just fly up fly up,0,30,9,9,495
alright destroyed the fortress i have positive points finally i got 310,0,372,8,8,99
completely forgot the controls for a second,0,14,2,2,478
once you lose control its very hard to get it back,0,12,7,7,577
ah turn turn turn turn  mumbling,0,210,4,4,43
pretty in control with this o thats a friendly mine oh man i hit the wrong button,0,404,5,5,178
okay alright,0,825,2,2,56
im not even staying in the circle,0,51,3,3,63
im not losing points for going to hyperspace but mumbles,0,468,4,4,48
no i had 10 velocity,0,34,9,9,414
i mean im always in hyperspace anyway,0,53,8,8,367
alright turn and move,0,16,4,4,276
i guess it kind of says down if you turn the way that you wanna go,0,57,2,2,889
alright come on where you at,0,16,7,7,527
to the left,0,56,1,1,11
press rotate,0,300,8,8,383
this hexagon oh man,0,130,5,5,325
swipe right,0,27,1,1,19
got to slow down,0,52,3,3,562
turn,0,28,2,2,80
as long as im moving ever so slightly i should umm,0,24,3,3,84
oh no too fast too fast,0,818,4,4,75
dont move,0,12,4,4,497
i just wish i could use my right hand,0,53,2,2,60
i stopped caring whether or not i stay in the hexagon,0,400,2,2,62
mumbles instructions on screen,0,33,2,2,583
right now it is already back to 3,0,848,5,5,294
wait slow slow,0,53,3,3,123
accelerating left,0,910,3,3,82
alright no calm okay yes,0,113,4,4,350
just moving up and down,0,411,9,9,133
p i just dont remember if its right,0,3,3,3,56
okay were positive right now,0,34,4,4,163
im actually gaining hits on this thing ill get no control points but i think i can take the hit honestly how this game is so hard to control,0,404,2,2,83
im moving around shooting at him im almost at 10,0,300,4,4,291
p its just really hard to control right now,0,27,1,1,6
it goes really fast,0,3,1,1,9
p im trying to go in the counterclockwise pathway but im struggling a little bit,0,45,1,1,5
alright destroyed the fortress twice getting better at it now,0,809,3,3,63
alright,0,127,2,2,155
i almost died but i got it and i only have 136 points right now so im doing a lot better than ive been doing,0,685,7,7,157
p alright,0,127,2,2,146
at this point just trying to get used to the controls and not fly off in some random direction,0,14,1,1,437
going too fast going too fast,0,319,8,8,208
its hard to stay inside the hexagon,0,809,1,1,22
stop moving so fast slow down slow down,0,16,8,8,616
n 5 5 velocity,0,41,9,9,601
alright,0,16,4,4,336
alright oh gotta keep moving,0,28,5,5,223
trying to get a hang of the controls first,0,681,1,1,204
keep trying to shoot too fast as well,0,12,3,3,439
okay stop leaving the screen no no,0,113,4,4,348
slow down,0,51,4,4,92
slow down,0,454,10,10,252
alright k thats friendly,0,404,8,8,320
okay so how do i slow down again,0,57,9,9,1422
alright lets get this party stared,0,54,5,5,292
take it slow down i do dont something,0,52,1,1,499
going too fast,0,319,7,7,184
alright what this is,0,16,5,5,376
ok i got 3 vulnerability points not flying out control yet,0,809,3,3,51
no cant control,0,210,6,6,88
not even using the mouse right now,0,404,2,2,69
so my screen warping is getting well better,0,825,3,3,125
i kind of assumed that if i move my ship to the right that it would automatically go on a trail to the hold on like to the right but it does not,0,558,2,2,10
okay so for this one im just going to try and wrap the screen as many times as possible and just shoot when i have the opportunity,0,372,5,5,58
p yeah that seems to be the best course here cause trying to go in a circle like it wants me to is just kinda frustrating,0,411,10,10,145
control was significantly worse,0,3,4,4,75
since whenever you move in ac ertain direction you keep moving in that direction,0,12,5,5,522
no no cause the spacebar doesnt do anything,0,52,1,1,496
nope mumbles alright,0,739,10,10,102
alright,0,788,3,3,84
slow your speed,0,51,6,6,180
keep moving keep moving keep moving,0,14,4,4,554
mumbles i dont know why i stopped there,0,300,9,9,391
uh im moving backwards,0,3,6,6,96
this is too much this is too much stop stop stop,0,113,1,1,243
okay if i just slow down somehow,0,57,3,3,1008
at 5 vulnerability friendly mine right there,0,319,2,2,29
p well i can see this is a large difference from my first trial because before i couldnt get the thing to stay on the screen,0,190,9,9,215
p youre right,0,3,3,3,53
im gunna try something different im gunna try a fly by tactic,0,910,2,2,36
please stop shooting me,0,41,7,7,520
okay move there we go,0,910,2,2,40
one personal space,0,53,6,6,256
now im out of control again,0,809,2,2,41
alright cool,0,28,8,8,359
yup turn then move,0,16,6,6,446
just keep on moving thats one dollar sign,0,14,9,9,790
okay out of space here,0,41,1,1,327
slightly better but my points on velocity and control arent great,0,46,8,8,570
okay seem to be going slow and the slower i go the more velocity points i get,0,34,10,10,481
one thing i noticed is it shoots you right as soon as you start so you start with negative points,0,685,5,5,96
its just that nothing really comes to mind other than trying to move,0,910,1,1,14
slow down,0,51,6,6,217
and ive noticed that the fortress doesnt shoot until it has you stopped somewhere you know so if you move or if you like mumbling,0,214,6,6,323
alright i got 1500 points more this time really excited,0,558,2,2,13
p i keep pulling it backwards but it doesnt work,0,50,2,2,18
new zoom velocity,0,57,4,4,1041
one dollar sign damn hyperspace,0,468,10,10,216
it would to be respond right when you start cause he shoots you right away,0,647,7,7,208
p so right now points are very off ive been doing terribly havent been paying attention to the things that have been showing up but right now ive kind of figured out how to stay in the middle somewhat,0,848,2,2,225
p alright,0,24,1,1,47
so for this game we are going to do what we did last game and stay within the fortress trying to keep shooting the fortress as much as possible but staying at a clockwise,0,848,8,8,351
oh yeah alright i see how im a i see how imma duck these things,0,16,3,3,237
so we got 2 shots right now,0,34,5,5,243
see why doesnt it go faster,0,33,7,7,805
i shot too fast to reset the vulnerability counter,0,12,4,4,477
its a little easier to know to stop your rotation,0,685,7,7,146
velocity low,0,130,4,4,298
slow down,0,127,10,10,283
alright im just gonna circle around the horizon,0,16,9,9,723
no oh phf so i double right click thats not ugh,0,52,7,7,749
the fort moves slower than i do,0,12,2,2,408
thats a friendly but im just gunna run right into the,0,825,2,2,79
oh alright just hit the enemy mine actually pretty proud of myself when i do that i dont get that much,0,404,6,6,228
how fast im posta,0,16,6,6,457
alright,0,300,8,8,378
gotta try in the control zone certainly ah,0,404,4,4,166
thats better than negative right,0,804,9,9,384
aright come on,0,16,7,7,572
a lot faster than i thought it would be,0,910,1,1,5
also kind of hard to keep my ships velocity right,0,681,1,1,200
stay on the screen come on man,0,739,5,5,55
alright go straight come on,0,210,6,6,82
okay so turn turn turn turn,0,57,2,2,926
next time i see the dollar buttons im going to click left,0,468,4,4,60
right,0,26,2,2,13
controlling this is hard,0,788,3,3,92
oh that was my worst score right there,0,558,10,10,77
alright so i have no points at this point so i forgot the letters,0,113,1,1,256
alright,0,214,10,10,393
slow down,0,51,4,4,115
alright i it was ezekiel so thats a friend,0,20,8,8,707
moving way too quickly,0,14,3,3,526
so im trying just to like control this ship its very sensitive and intense so my focus is going to that but i probably should play attention to mines,0,190,1,1,108
alright,0,404,8,8,304
alright so on this one we will be trying the same go back and forth on the same side as well as we can do that or if we can try and combine the two ideas from before of flying through the screen and flying on the same side,0,848,6,6,304
this round has been going much better because i have been staying at a slow velocity,0,848,10,10,402
how do i move this over here,0,658,1,1,8
alright,0,28,2,2,73
i ran into that one like i completely lost control,0,825,6,6,185
p all right again i know,0,57,3,3,961
so the only difficult thing about the game is that you move uncontrollably,0,513,2,2,43
i need to right click then turn it into,0,52,3,3,599
alright now i know how i gotta stick a move okay i gotta stick a move,0,16,2,2,130
out of control,0,319,9,9,226
tryna avoid hyperspace now earlier in the game i wasnt,0,34,10,10,454
still gotta get the interval timing right to identify the mines,0,681,5,5,275
alright straight right,0,20,7,7,680
turn,0,57,2,2,931
so to get the bonus the points is mouse left,0,54,5,5,282
im just going to stop shooting,0,113,6,6,423
im going too slow,0,16,2,2,126
there is definitely a way to make it go slower but i cannot think of that,0,52,2,2,549
all right dollar sign,0,55,6,6,757
rotating to the right i keep focusing on the fortress,0,300,6,6,324
these tight ass turns,0,16,5,5,388
alright,0,16,1,1,18
alright,0,16,1,1,40
p oh right sorry,0,3,1,1,11
slow down,0,28,1,1,25
of course it hits me when i went into hyperspace i didnt know what was gonna come out there,0,804,10,10,400
umm i still have to get used to how sensitive the controller er the joystick is,0,468,2,2,26
slow and steady just tap it,0,41,5,5,472
probably wasnt a good strategy because i was out of the hexagon,0,977,6,6,95
in clockwise direction while i shoot,0,54,7,7,407
alright,0,16,3,3,207
i love how it just wants you to fly around the hexagon but like yea no,0,53,1,1,25
i wasnt even paying attention to the mine im just so focused on flying,0,41,9,9,589
i dont think you slow down,0,57,1,1,828
p okay alright so thats a friendly mine,0,28,1,1,60
ok so i think im definitely getting the controls a bit more each time its no longer like a umm oh maybe i can start playing the game,0,468,5,5,83
all i gotta do is keep gdoing what i was doing keep to the right go slow and well get this eventually,0,818,7,7,190
alright,0,16,4,4,342
yeah just keep flying around,0,113,2,2,307
and it lets me only move the joystick in a very like parallel movements if that makes sense,0,411,10,10,147
my score is slowly going down,0,804,8,8,373
alright so you just oh no thats not a foe but now it is,0,214,8,8,351
slow down,0,57,2,2,932
its kind of rough because the only way to slow down is moving forward in the opposite direction,0,400,2,2,59
alright q,0,16,4,4,300
like move out of the way,0,190,3,3,156
its too fast,0,46,1,1,359
yeah lets just fly straight at it,0,14,6,6,676
come on lets move out the way alright,0,16,9,9,739
go slower ok cool,0,211,8,8,113
oh i keep looping around but in how do i slow down,0,57,7,7,1311
alright i ran into that so the fortress shoots like immediately,0,190,1,1,117
alright thats round 4,0,825,4,4,154
ill probably get a good control score,0,825,10,10,300
alright,0,685,2,2,31
