statementClean,Patricia,Alex,Participant_ID,gameNumber,cumulativeGameNumber,lineNumber,agree,consensusRating
i accidentally thought that the dollar sign was the 2nd one to appear so i clicked it but it was the first and i will not receive the bonus this go around,1,1,848,8,8,359,TRUE,1
bonus,1,1,1,9,19,747,TRUE,1
bonus,1,1,54,7,7,414,TRUE,1
got the bonus,1,1,33,4,4,565,TRUE,1
bonus,1,1,14,10,10,844,TRUE,1
okay i but theres a second dollar sign for bonus,1,1,44,10,20,445,TRUE,1
got another bonus,1,1,623,3,13,57,TRUE,1
i got a bonus,1,1,445,10,20,333,TRUE,1
bonus points,1,1,52,4,14,160,TRUE,1
dollar sign dollar sign i got the bonus of the extra points,1,1,853,1,11,298,TRUE,1
i could barley pay attention to the bonus and i can barley keep myself in control,1,1,1,4,14,557,TRUE,1
dollar sign again bonus,1,1,55,6,16,224,TRUE,1
just got that bonus,1,1,338,10,20,344,TRUE,1
oh yes i got a bonus,1,1,36,5,15,478,TRUE,1
i missed the bonus,1,1,46,1,11,20,TRUE,1
kinda ignoring the bonus points,1,1,24,1,1,22,TRUE,1
got the bonus,1,1,54,8,8,427,TRUE,1
i need a bonus,1,1,54,6,16,182,TRUE,1
bonus points nice,1,1,52,7,7,721,TRUE,1
that is a c a friendly mine there has only been 1 opportunity for bonus so far today that i missed,1,1,848,4,14,74,TRUE,1
alright theres the bonus 1 bonus 2 for the points,1,1,404,10,10,385,TRUE,1
bonus points h i took that hit,1,1,825,9,9,260,TRUE,1
take my bonus,1,1,30,7,7,333,TRUE,1
ah i missed the bonus,1,1,210,7,7,109,TRUE,1
bonus points,1,1,6,5,15,238,TRUE,1
get the bonus,1,1,44,5,5,791,TRUE,1
sigh bonus get the bonus,1,1,210,9,9,152,TRUE,1
first time i see the dollar sign second time bonus point,1,1,319,6,6,156,TRUE,1
alright thats the first bonus symbol,1,1,404,9,19,717,TRUE,1
bonus points,1,1,16,10,10,795,TRUE,1
bonus,1,1,1,3,3,102,TRUE,1
i see all these money signs but none of them have given me a bonus,1,1,54,5,5,390,TRUE,1
im actually not paying attention to this whole bonus points thing,1,1,825,2,2,72,TRUE,1
3 uh oh darn it at least i got a money sign bonus x is that letter yes no,1,1,301,9,9,232,TRUE,1
i just got bonus bullets thats good i needed them i had 1 left,1,1,685,10,20,449,TRUE,1
p okay bonus missiles,1,1,50,5,5,51,TRUE,1
bonus,1,1,6,7,17,272,TRUE,1
ugh oh my god oh bonus no,1,1,101,7,17,273,TRUE,1
p theres the second dollar sign so i chose bonus points,1,1,45,8,8,91,TRUE,1
wait lets get the bonus points,1,1,41,10,20,347,TRUE,1
a dollar sign another dollar sign i think i got the points another bonus,1,1,853,2,2,46,TRUE,1
p take the shots get some bonus shots,1,1,19,6,6,127,TRUE,1
waiting for the second bonus sign there it is got it,1,1,404,1,11,421,TRUE,1
okay watching that bonus,1,1,50,2,12,190,TRUE,1
lost the bonus,1,1,11,5,5,219,TRUE,1
there we go i need the bonus shots more than i dont really need the bonus points,1,1,41,9,9,611,TRUE,1
p oh thats like another bonus,1,1,19,8,18,64,TRUE,1
take your time bonus,1,1,27,5,5,87,TRUE,1
i thought that was a bonus,1,1,853,9,19,456,TRUE,1
bonus,1,1,301,9,19,131,TRUE,1
lets take bonus points,1,1,41,9,9,597,TRUE,1
and at sign thats not a money or bonus,1,1,34,1,1,20,TRUE,1
bonus shoot,1,1,301,10,10,238,TRUE,1
i didnt get the bonus,1,1,569,10,20,145,TRUE,1
oh i just clicked my left it means my next dollar sign wont be open for bonus,1,1,44,10,20,409,TRUE,1
i got bonus points,1,1,273,10,20,402,TRUE,1
oh god i forgot there were inaudible bonuses,1,1,7,10,10,542,TRUE,1
i have not seen many bonuses yet today,1,1,848,5,5,312,TRUE,1
dollar symbol again bonus,1,1,55,8,18,341,TRUE,1
and i got that bonus come on,1,1,16,3,13,947,TRUE,1
trying to avoid screen wrap theres the first bonus symbol second one now ok,1,1,404,8,18,661,TRUE,1
i just collected some bonus 50 missiles,1,1,372,2,2,30,TRUE,1
money sign bonus,1,1,681,2,12,30,TRUE,1
missed the bonus points,1,1,6,8,8,123,TRUE,1
second flash bonus points,1,1,6,3,13,189,TRUE,1
points bonus,1,1,210,4,14,254,TRUE,1
that was definitely a bonus,1,1,15,6,16,349,TRUE,1
oo bonus points,1,1,52,7,7,715,TRUE,1
p bonus,1,1,22,1,1,107,TRUE,1
oh bonus i think no next time around,1,1,319,3,3,53,TRUE,1
bonus,1,1,56,9,19,653,TRUE,1
got the bonus right just gotta shoot it,1,1,404,4,4,152,TRUE,1
got a bonus too but i have no idea where it goes,1,1,361,7,17,199,TRUE,1
bonus,1,1,15,10,10,1266,TRUE,1
oh that one wouldve been bonus,1,1,56,6,16,486,TRUE,1
thats a bonus,1,1,33,4,14,148,TRUE,1
i saw a money sign so like bonus,1,1,445,5,15,156,TRUE,1
bonus,1,1,54,8,18,244,TRUE,1
it is a bonus but i dont remember,1,1,12,1,1,368,TRUE,1
alright thats a bonus,1,1,825,5,5,167,TRUE,1
yay bonus,1,1,14,8,8,777,TRUE,1
dollar symbol again bonus,1,1,55,8,8,919,TRUE,1
keep missing the bonus ugh,1,1,432,9,19,99,TRUE,1
bonus,1,1,818,10,10,254,TRUE,1
mumbles i think thats the first bonus,1,1,8,7,17,233,TRUE,1
bonus points but im still not on the 50 shot,1,1,14,3,3,556,TRUE,1
bonus points,1,1,818,5,5,93,TRUE,1
bonus,1,1,14,9,9,816,TRUE,1
okay just as bad worse on bonus points though,1,1,604,7,17,309,TRUE,1
i dont want the bonuses to stop,1,1,913,2,2,16,TRUE,1
umm so thats the first dollar sign and i think thats an enemy but i mumbles thats the second bonus,1,1,130,2,12,46,TRUE,1
second bonus,1,1,8,7,17,234,TRUE,1
missed the bonus,1,1,210,6,6,71,TRUE,1
dollar sign bonus,1,1,348,10,20,108,TRUE,1
lets see did i get that bonus,1,1,36,4,14,462,TRUE,1
dollar sign bonus,1,1,56,9,9,156,TRUE,1
6 7 8 9 point bonus what,1,1,210,10,20,444,TRUE,1
i cant get the bonus,1,1,23,7,7,184,TRUE,1
its bonus time no its ok,1,1,301,3,13,49,TRUE,1
so first bonus,1,1,130,7,17,158,TRUE,1
p no bonus,1,1,22,5,15,39,TRUE,1
5 bonus opportunities i didnt even notice,1,1,790,7,7,308,TRUE,1
bonus,1,1,15,8,18,476,TRUE,1
can i get a bonus,1,1,15,4,14,240,TRUE,1
p thats foe bonus,1,1,22,1,1,102,TRUE,1
and bonus points cool,1,1,818,9,9,219,TRUE,1
i keep one dollar sign and thinking its a bonus which i thought it was,1,1,52,9,19,358,TRUE,1
bonus,1,1,8,1,11,30,TRUE,1
oh that was a bonus,1,1,853,7,7,179,TRUE,1
i got a bracket for bonus,1,1,273,5,5,104,TRUE,1
ok so one sign waiting for the next sign so i can get some bonus points,1,1,20,3,3,475,TRUE,1
not the bonus,1,1,48,2,2,93,TRUE,1
p theres the first dollar sign got the bonus,1,1,45,9,19,209,TRUE,1
money sign dhi e is a friend money sign bonus,1,1,681,2,12,25,TRUE,1
and that was just 2 umm money signs in a row so i received 100 bonus points,1,1,848,6,16,131,TRUE,1
point bonus this time,1,1,210,6,6,69,TRUE,1
i think i can get the bonus,1,1,15,3,13,150,TRUE,1
its really hard to kill this fortress oh no i left it too early ill get the bonus next time,1,1,130,10,20,220,TRUE,1
ill take the bonus shots this time,1,1,14,5,15,168,TRUE,1
another dollar sign bonus,1,1,55,8,8,911,TRUE,1
i got some bonus um,1,1,273,10,10,194,TRUE,1
got the bonus,1,1,54,1,1,315,TRUE,1
okay lets get that point bonus,1,1,34,1,11,499,TRUE,1
8 9 bonus points 10,1,1,910,9,9,216,TRUE,1
its much easier to keep trackof bonus cause nothing is rteally happening,1,1,12,3,13,89,TRUE,1
p one dollar sign two dollar signs got my first bonus since the first trial,1,1,35,3,3,188,TRUE,1
youre a friend got the bonus,1,1,122,7,7,120,TRUE,1
bonus points,1,1,6,4,14,220,TRUE,1
didnt even bother to wait for the bonus,1,1,14,5,5,643,TRUE,1
oh thats a bonus,1,1,33,2,2,469,TRUE,1
bonus,1,1,56,3,13,337,TRUE,1
bonus,1,1,24,9,9,206,TRUE,1
second money sign bonus,1,1,34,10,10,457,TRUE,1
not sure if thats the second bonus sign however there we go the second one,1,1,130,6,6,325,TRUE,1
ah bonus,1,1,56,1,11,229,TRUE,1
bonus points,1,1,33,9,9,820,TRUE,1
i just got a bonus wow,1,1,113,7,17,218,TRUE,1
dollar sign again bonus,1,1,55,6,16,261,TRUE,1
p just picked up a bonus,1,1,19,7,7,137,TRUE,1
ok theres the first bonus sign v thats friendly,1,1,404,1,11,420,TRUE,1
get the bonus,1,1,44,2,2,537,TRUE,1
bonus,1,1,55,2,2,563,TRUE,1
bonus,1,1,44,3,3,637,TRUE,1
i got the bonus part,1,1,21,2,2,22,TRUE,1
so i need to pay more attention to the bonus cause there was 5 of them and i only did one,1,1,54,4,14,102,TRUE,1
i got the bonus,1,1,46,3,3,357,TRUE,1
bonus,1,1,55,5,5,746,TRUE,1
got a bonus,1,1,3,4,4,64,TRUE,1
p got my second dollar sign so i got my bonus points,1,1,45,9,9,104,TRUE,1
bonus for the points,1,1,26,8,8,121,TRUE,1
good thing is im pretty sure this game is almost over oh shoot i missed that bonus im pretty mad at myself for that,1,1,338,7,17,302,TRUE,1
that was not a bonus,1,1,210,10,10,174,TRUE,1
bonus points look,1,1,41,7,7,532,TRUE,1
get the bonus,1,1,44,7,17,219,TRUE,1
i think that should be the first flash for bonus and thats a friend,1,1,6,2,12,168,TRUE,1
ah i couldve gotten the bonus there but i clicked too fast,1,1,853,2,12,330,TRUE,1
dollar sign again bonus,1,1,55,10,20,494,TRUE,1
ooh got a bonus,1,1,361,5,15,135,TRUE,1
is that the bonus,1,1,48,2,2,99,TRUE,1
that was the bonus,1,1,11,7,17,695,TRUE,1
i missed the stupid bonus,1,1,301,10,20,141,TRUE,1
no go the other way oh i got the bonus,1,1,455,10,20,166,TRUE,1
bonuses,1,1,432,5,15,42,TRUE,1
p see if its a bonus nope,1,1,50,8,8,89,TRUE,1
bonus,1,1,55,4,4,695,TRUE,1
p bonus,1,1,22,7,17,66,TRUE,1
get a bonus i see,1,1,210,9,9,154,TRUE,1
back on and im dying already i think thats a way got the bonus but im spinning out of control,1,1,604,9,19,359,TRUE,1
i dont know why i clicked when i couldve better used the missiles but i will take the points and use the missiles as i get bonus points,1,1,848,10,10,407,TRUE,1
ugh bad strategy bonus points at least,1,1,853,4,14,373,TRUE,1
doing pretty well on the bonuses at this point alright,1,1,338,10,20,350,TRUE,1
i dont think ive hit a bonus this,1,1,301,2,12,40,TRUE,1
p at least in getting bonuses i cant overshoot the hum,1,1,432,9,9,211,TRUE,1
p i float off so fast its not even worth getting the bonus,1,1,18,5,15,19,TRUE,1
i got 4 bonuses cool cool,1,1,210,6,6,89,TRUE,1
i was forgetting about the bonuses,1,1,55,9,9,992,TRUE,1
fucking shoot it maybe i cant bonus,1,1,420,4,14,94,TRUE,1
i think i got a bonus,1,1,28,4,4,181,TRUE,1
at least i know i have bonus points,1,1,30,2,12,694,TRUE,1
p bonus,1,1,155,10,20,168,TRUE,1
the first dollar sign just appeared and an explanation point so i was not able to collect any bonus points,1,1,848,2,2,259,TRUE,1
why did i take the extra shots i should have took bonus points,1,1,14,1,1,445,TRUE,1
theres the first bonus sign again h unfriendly,1,1,404,2,12,462,TRUE,1
there we go 123 money sign44 bonus,1,1,301,9,9,226,TRUE,1
bonus,1,1,210,10,20,438,TRUE,1
lets get the bonus points so im not that hopeless,1,1,41,6,16,207,TRUE,1
bonus,1,1,56,9,19,637,TRUE,1
bonus missed it,1,1,910,7,7,172,TRUE,1
that doesnt matter bonus k,1,1,1,7,7,290,TRUE,1
p my bonus shots,1,1,19,3,13,31,TRUE,1
bonus point,1,1,27,8,18,411,TRUE,1
bonus okay that was a luck guess,1,1,34,5,5,233,TRUE,1
the bonus,1,1,49,8,18,197,TRUE,1
thats the second time thats showed up bonus,1,1,11,7,7,306,TRUE,1
bonus 3 4 mine friendly mine,1,1,910,8,8,187,TRUE,1
i got to get a bonus too this one time,1,1,113,10,20,300,TRUE,1
bonus points here we go,1,1,818,4,14,393,TRUE,1
i think that was the first flash thats the bonus,1,1,6,1,11,163,TRUE,1
got them bonus points,1,1,30,4,14,817,TRUE,1
okay watching that bonus,1,1,50,8,18,385,TRUE,1
were at 2 bonus,1,1,14,10,10,840,TRUE,1
tats bonus,1,1,6,6,16,261,TRUE,1
bonus,1,1,50,6,16,307,TRUE,1
got the bonus even though i was trying to get the foe,1,1,46,1,1,298,TRUE,1
collected bonus,1,1,3,10,20,546,TRUE,1
one more to get bonus,1,1,20,8,18,218,TRUE,1
p got the bonus,1,1,19,9,19,74,TRUE,1
get a bonus,1,1,44,7,7,976,TRUE,1
another dollar sign bonus points,1,1,853,3,13,363,TRUE,1
money sign money sign bonus,1,1,681,5,15,83,TRUE,1
bonus shots from there i should have taken them ird,1,1,41,5,15,158,TRUE,1
youre a friend i just have to shoot you yes bonus,1,1,15,1,11,55,TRUE,1
bonus,1,1,34,7,17,1129,TRUE,1
collect bonus now,1,1,11,2,12,488,TRUE,1
p not really thinking about the bonus or anything just trying to focus on this,1,1,17,2,2,14,TRUE,1
p theres the second dollar sign i got the bonus points,1,1,45,10,10,117,TRUE,1
bonus points,1,1,41,8,8,561,TRUE,1
points bonus zero,1,1,49,9,9,487,TRUE,1
saw the double should have taken bonus shots i have 4 bonus shots here,1,1,41,8,8,580,TRUE,1
bonus,1,1,8,6,16,172,TRUE,1
bonus,1,1,23,4,4,109,TRUE,1
got it okay got the bonus points thats an o got damaged i knew it was a bad mine and im dead,1,1,41,6,16,189,TRUE,1
i already got a handle on getting bonuses i just have trouble,1,1,411,5,5,74,TRUE,1
thats bonus,1,1,12,3,13,88,TRUE,1
i think thats the like first bonus sign and thats the second one,1,1,130,1,11,16,TRUE,1
p alright bonus,1,1,51,10,10,396,TRUE,1
i missed the dollar sign oh bonus,1,1,319,5,5,122,TRUE,1
yay bonus,1,1,15,5,15,308,TRUE,1
theres the first bonus sign looking for the second one now,1,1,404,2,12,454,TRUE,1
p okay maybe i can start thinking about the bonus points,1,1,24,5,5,102,TRUE,1
dollar symbol again bonus,1,1,55,8,18,333,TRUE,1
i think thats the first bonus,1,1,8,4,14,110,TRUE,1
got the bonus,1,1,210,8,8,132,TRUE,1
actually sit and wait so i can get my bonus points and then destroy the fort,1,1,14,10,20,401,TRUE,1
oh i missed that one avoided the bonus,1,1,825,6,6,188,TRUE,1
no see i just click the button so i just lost the bonus,1,1,604,3,13,98,TRUE,1
but i got the bonus,1,1,338,10,20,342,TRUE,1
i got the bonus of the missiles because i think im not getting the fortress almost at all im not getting enough points,1,1,853,1,1,24,TRUE,1
yeah definitely the only thing in this game i can recognize is the dollar signs get them bonus points,1,1,127,7,17,121,TRUE,1
bonus points,1,1,348,6,6,163,TRUE,1
i got bonus points again,1,1,685,3,3,50,TRUE,1
bonus,1,1,53,5,5,204,TRUE,1
bonus,1,1,1,3,3,108,TRUE,1
is that bonus,1,1,56,7,17,540,TRUE,1
first bonus sign again,1,1,130,1,1,232,TRUE,1
money oh i just messed up my bonus,1,1,34,7,7,350,TRUE,1
got the bonus point,1,1,319,3,3,61,TRUE,1
bonus select,1,1,15,2,2,707,TRUE,1
um i didnt get any bonuses that time,1,1,361,2,12,93,TRUE,1
5 6 7 8 9 10 and i got the bonus 9 10,1,1,372,10,10,121,TRUE,1
bonus i keep flying around that works ok,1,1,569,7,17,96,TRUE,1
okay i got a bonus,1,1,445,3,3,470,TRUE,1
oh somehow i got bonus points,1,1,11,2,2,90,TRUE,1
oh bonus,1,1,23,9,9,215,TRUE,1
well took bonus points instead of missiles,1,1,30,7,17,995,TRUE,1
okay i got a bonus,1,1,273,4,14,274,TRUE,1
p bonus points,1,1,50,7,7,78,TRUE,1
alright i got a bonus of bullets missiles which i needed those,1,1,273,8,18,359,TRUE,1
first bonus,1,1,8,6,16,186,TRUE,1
v ah oh yeah i got the bonus sign ok if i can just avoid hits,1,1,404,5,15,561,TRUE,1
okay so now ill take the bonus points cuz i have over that amount over 50,1,1,14,9,19,372,TRUE,1
i just need to get a bonus or something,1,1,15,10,20,589,TRUE,1
p point bonus because i need it,1,1,17,7,7,38,TRUE,1
6 7 8 9 destroyed the fortress 386 points going to vulnerability got the bonus destroyed the mine,1,1,372,5,15,185,TRUE,1
p trying to not move as much picked up another bonus,1,1,19,7,7,138,TRUE,1
i should have got that bonus,1,1,15,5,15,329,TRUE,1
its my bonus time,1,1,44,7,7,1002,TRUE,1
i got a bonus,1,1,445,3,3,445,TRUE,1
another bonus sign oh its kwl,1,1,130,3,3,278,TRUE,1
bonus,1,1,46,6,6,463,TRUE,1
2 3 4 5 6 7 8 okay thats i got that one bonus okay doesnt matter oh bonuses over time,1,1,825,3,13,353,TRUE,1
got the bonus,1,1,11,6,16,676,TRUE,1
alright 6 6 7 7 i got the bonus and got hit at the same time,1,1,29,8,18,247,TRUE,1
ooh i got a bonus,1,1,361,4,14,119,TRUE,1
i need a bonus,1,1,54,4,4,361,TRUE,1
two bonus,1,1,54,10,10,460,TRUE,1
i got a bonus,1,1,15,3,3,850,TRUE,1
i see missile bonus,1,1,210,8,8,130,TRUE,1
mumbles bonuses,1,1,26,6,16,311,TRUE,1
p no bonus,1,1,22,9,9,233,TRUE,1
p dollar sign one friend no bonus,1,1,22,9,19,84,TRUE,1
ooh got a bonus,1,1,361,5,15,145,TRUE,1
p i feel like its not worth getting the bonuses because i float off so fast,1,1,18,5,15,18,TRUE,1
theres my other dollar sigh bonus,1,1,14,7,7,727,TRUE,1
t money sign money sign bonus,1,1,681,6,16,105,TRUE,1
first bonus sign thats an enemy mine again but oh no,1,1,130,6,16,136,TRUE,1
again ive never needed the missile bonus,1,1,404,4,14,532,TRUE,1
p got the hit and the bonus,1,1,804,2,12,42,TRUE,1
and bonus,1,1,739,3,13,138,TRUE,1
if it was a bonus i could have gotten it,1,1,46,5,5,424,TRUE,1
bonus,1,1,8,5,15,139,TRUE,1
bonus of points,1,1,853,1,11,303,TRUE,1
and another bonus,1,1,623,9,9,320,TRUE,1
bonus,1,1,27,10,10,192,TRUE,1
thats bonus,1,1,11,2,12,505,TRUE,1
at least i got a bonus,1,1,52,4,4,586,TRUE,1
p dollar sign bonus,1,1,50,7,7,74,TRUE,1
thats the bonus,1,1,33,7,17,281,TRUE,1
alright saw the bonus sign twice gonna get the points bonus,1,1,404,1,11,404,TRUE,1
second money sign bonus pints,1,1,34,4,4,208,TRUE,1
thats bonus,1,1,56,5,15,410,TRUE,1
i need to stop misidentifying the bonuses because thats messing me up,1,1,685,5,15,333,TRUE,1
dollar sign bonus,1,1,55,1,1,514,TRUE,1
p im just trying to get the bonus points because i know my other points arent that good,1,1,17,3,3,19,TRUE,1
gonna try to get all those bonuses this time,1,1,818,9,9,220,TRUE,1
bonus,1,1,57,8,8,1311,TRUE,1
bonus,1,1,54,10,10,457,TRUE,1
thats a bonus sign bonus sigh,1,1,44,5,15,106,TRUE,1
bonus nice,1,1,8,3,13,71,TRUE,1
enemy dollar sign bonus point,1,1,910,5,5,119,TRUE,1
fuck a bonus honestly,1,1,48,6,6,301,TRUE,1
ok stay in the control zone theres the first bonus sign 5,1,1,404,3,13,498,TRUE,1
the money sign for the bonus is coming,1,1,445,6,16,197,TRUE,1
point bonus,1,1,210,9,19,395,TRUE,1
theres a money sign right here still trying to stay on it i got a bonus,1,1,445,7,7,592,TRUE,1
maybe if i keep getting the bonuses i will get better,1,1,9,10,10,1011,TRUE,1
4 more got a bonus,1,1,372,3,13,164,TRUE,1
missed my bonus opportunity again,1,1,44,7,7,1009,TRUE,1
i need that bonus missile,1,1,8,7,17,222,TRUE,1
come on another bonus,1,1,55,7,7,893,TRUE,1
catching more of the bonuses getting way more of the foe mines than friendly,1,1,804,9,9,392,TRUE,1
im going to choose to get bonus shots,1,1,20,6,16,133,TRUE,1
2 3 4 bonus 5 6 7 8 talk,1,1,14,7,7,740,TRUE,1
oh a bonus,1,1,21,2,12,97,TRUE,1
theres bonus shots 7 8 9 10,1,1,825,7,17,423,TRUE,1
got a bonus,1,1,49,3,13,95,TRUE,1
p friend bonus too,1,1,22,6,16,50,TRUE,1
i got a bonus,1,1,739,4,4,45,TRUE,1
bonus,1,1,788,10,20,135,TRUE,1
dollar sign but no bonus,1,1,273,5,5,115,TRUE,1
bonus i dont know how to get it click on it,1,1,976,3,3,45,TRUE,1
umm im trying to stay in because i get the double points staying in there whenever i uh get the like shots and everything and all that but my main goal is to hit it 10 times and destroy it and try to remember what the enemy letters are but the one thing i havent been focusing on is the bonus points or whatever or the dollar sign,1,1,685,2,12,254,TRUE,1
get the bonus,1,1,44,8,8,1091,TRUE,1
and dollar sign dollar sign again bonus,1,1,55,3,13,114,TRUE,1
bonus mumbles,1,1,36,10,20,650,TRUE,1
yeah got the bonus as always points,1,1,604,9,9,744,TRUE,1
question mark not a bonus,1,1,273,4,4,88,TRUE,1
p think i messed up that bonus,1,1,50,10,10,128,TRUE,1
p theres the first dollar sign the second one so i get the bonus,1,1,45,10,20,231,TRUE,1
bonus shots,1,1,41,5,5,478,TRUE,1
p theres the first dollar sign i got the bonus points,1,1,45,8,18,200,TRUE,1
okay got the bonus no hyperspace,1,1,804,3,13,60,TRUE,1
i took bonus points,1,1,3,4,14,350,TRUE,1
collected the bonus,1,1,3,6,16,418,TRUE,1
there were 5 bonus chances but i only got one so i guess i should be looking at that more,1,1,3,6,6,117,TRUE,1
alright theres the first bonus sign x thats friendly so im gonna hit it,1,1,404,1,11,410,TRUE,1
yeah i was gonna get the bonus,1,1,4,6,16,83,TRUE,1
okay bonus bonus,1,1,155,10,10,301,TRUE,1
second bonus i have 53 shots but its gonna be tough to get those bullets,1,1,130,3,3,277,TRUE,1
dollar sign another dollar sign bonus,1,1,853,6,16,410,TRUE,1
thats a bonus,1,1,6,9,19,291,TRUE,1
completely ignored the bonus signs,1,1,7,3,13,100,TRUE,1
missile bonus,1,1,210,7,7,113,TRUE,1
dollar sign again bonus,1,1,55,2,2,575,TRUE,1
no bonus,1,1,56,10,20,689,TRUE,1
that was the bonus one but i clicked it from the,1,1,36,7,17,571,TRUE,1
did i get the bonus,1,1,15,9,9,1219,TRUE,1
bonus,1,1,56,2,12,257,TRUE,1
bonus,1,1,8,9,19,291,TRUE,1
i got zero bonus points,1,1,15,6,6,1066,TRUE,1
bonus theres a friendly mine waiting for the bonus to pop up again and it didnt so,1,1,404,3,3,113,TRUE,1
percent sign not really worried about the bonus right now i have 52 shots,1,1,41,2,12,67,TRUE,1
bonus,1,1,55,3,3,664,TRUE,1
get the bonus,1,1,44,5,15,118,TRUE,1
well just messed up my bonus again,1,1,34,2,12,643,TRUE,1
second money sign bonus points,1,1,34,4,4,162,TRUE,1
you get a bonus,1,1,44,8,18,342,TRUE,1
ah i missed the first bonus sign,1,1,404,4,14,522,TRUE,1
which one is the one for the bonus missiles again,1,1,618,6,6,89,TRUE,1
i got the bonus that time which is good because i needed the bullets,1,1,685,8,18,394,TRUE,1
i cant even keep track of the bonus symbols,1,1,400,2,12,21,TRUE,1
p dollar sign one no bonus,1,1,22,8,18,69,TRUE,1
i getting bonuses i think i dont know if am cause it says bonus on there when i double click it mumbles i dont remember,1,1,445,5,15,162,TRUE,1
p bonus points thats a friendly mine nope a foe mine,1,1,50,9,9,107,TRUE,1
the bonus just came in too,1,1,8,8,18,257,TRUE,1
bonus how do i get i forgot how to get my vulnerability up to 10 so i can like kill this thing,1,1,976,3,3,48,TRUE,1
dollar sign bonus,1,1,55,6,6,798,TRUE,1
oh i missed the bonus too,1,1,113,8,8,488,TRUE,1
oh i got my bonus,1,1,155,1,11,12,TRUE,1
didnt mean to get the bonus but,1,1,420,10,20,285,TRUE,1
just got a bonus,1,1,902,5,5,83,TRUE,1
so i got more bonuses this time,1,1,55,2,12,81,TRUE,1
bonus got the fortress,1,1,681,NA,NA,331,TRUE,1
dont even know how i got that bonus,1,1,15,3,3,852,TRUE,1
thats not a bonus time,1,1,36,7,17,581,TRUE,1
wasnt that a bonus,1,1,1,1,1,45,TRUE,1
p slow down bonus missiles,1,1,50,9,9,108,TRUE,1
and i accidently used my bonus mumbles,1,1,558,10,20,137,TRUE,1
possibly got a bonus before the game ends,1,1,44,10,20,450,TRUE,1
bonus,1,1,689,7,17,79,TRUE,1
get the bonus,1,1,44,6,16,148,TRUE,1
is that bonus no its not,1,1,14,7,17,289,TRUE,1
p im getting my bonus points oh im at 12 shots i shouldve picked shots,1,1,19,2,2,98,TRUE,1
ill get some bonus right now nice,1,1,20,2,2,461,TRUE,1
thats my bonus though,1,1,49,7,17,159,TRUE,1
bonus,1,1,56,1,11,215,TRUE,1
yo wheres my bonuses there thats the first one,1,1,8,8,18,261,TRUE,1
p still getting my bonuses not in the negatives as bad as i usually am,1,1,19,1,11,7,TRUE,1
thats a bonus,1,1,36,5,15,484,TRUE,1
alright just a bonus once dollar sign pops up again got it alright points bonus,1,1,404,9,9,357,TRUE,1
got the bonus points because i reacted to the two,1,1,3,4,4,68,TRUE,1
4 need another dollar sign for the bonus point,1,1,33,6,16,236,TRUE,1
that was actually a bonus i shouldve taken,1,1,12,9,19,296,TRUE,1
p friend thats bonus,1,1,22,1,1,105,TRUE,1
gnx i was getting the bonuses too that was pretty good gnx gnx gnx,1,1,404,10,10,369,TRUE,1
money sign bonus,1,1,681,1,11,16,TRUE,1
got the bonus that was not helpful at all,1,1,604,2,12,73,TRUE,1
havent seen a single opportunity for a bonus this entire time,1,1,361,2,2,14,TRUE,1
bonus too,1,1,52,7,17,296,TRUE,1
bonus missiles,1,1,50,10,20,438,TRUE,1
they didnt even give me a bonus because they know that this is doomed,1,1,20,10,20,378,TRUE,1
i got the bonus,1,1,46,9,9,559,TRUE,1
got a bonus,1,1,790,1,1,223,TRUE,1
p dollar two thats bonus,1,1,22,6,6,175,TRUE,1
bonus though,1,1,34,9,19,1301,TRUE,1
p why didnt it let me get the bonus,1,1,103,4,14,32,TRUE,1
thats a bonus,1,1,6,4,14,208,TRUE,1
if the bonus showe up that would help me i guess,1,1,569,9,9,246,TRUE,1
bonus,1,1,26,3,3,25,TRUE,1
bonus,1,1,34,6,16,1021,TRUE,1
first bonus sign maintaining good control second one theres the bonus,1,1,404,6,16,582,TRUE,1
thats two thats a bonus positive points,1,1,33,5,15,190,TRUE,1
so bad i got a bonus,1,1,647,2,12,37,TRUE,1
2nd dollar sign so received the bonus we are now at 17 shot though uh so shouldve gotten a shot bonus,1,1,848,9,9,380,TRUE,1
bonus,1,1,50,6,16,308,TRUE,1
p bonus its better to have points than missiles,1,1,17,5,15,71,TRUE,1
bonus points i should have taken the bonus shots again,1,1,41,8,8,583,TRUE,1
oh thank goodness i got a bonus,1,1,15,10,10,1275,TRUE,1
thats a sign so no bonus,1,1,20,3,3,485,TRUE,1
p okay so the first dollar sign the second dollar sign so i got the bonus points,1,1,45,5,15,171,TRUE,1
p see about that bonus,1,1,50,9,9,104,TRUE,1
guess its not a bonus this time,1,1,55,8,18,354,TRUE,1
bonus points,1,1,33,10,10,877,TRUE,1
second dollar sign take the bonus,1,1,604,5,15,200,TRUE,1
bonus,1,1,56,8,18,572,TRUE,1
i took a bonus i think i dont know why i chose points,1,1,825,4,4,140,TRUE,1
got the bonus,1,1,46,1,1,304,TRUE,1
no thats a bonus but i already missed it,1,1,49,4,14,112,TRUE,1
i correctly guessed the bonus,1,1,685,10,20,442,TRUE,1
alright im just trying to get the bonus,1,1,338,5,5,105,TRUE,1
p missed all the point bonuses,1,1,432,8,18,92,TRUE,1
